,titulo,ubicacion,precio,Superficie,Habitaciones,Baños,Planta,Conservacion,Gastos de Comunidad,Amueblado,Balcon,Ascensor,Calefaccion,Garaje,Terraza,Trastero
146,Piso en venta en Carretera Gondar,Noalla (Santo Estevo). Municipio de Sanxenxo,85000,45.0,1.0,1.0,Planta: 1ª,En buen estado,0,1,0,1,No tiene,1,0,0
147,"Piso en venta en Avenida de Vigo, cerca de Calle del Veintisiete",A Estrada,115000,93.0,3.0,2.0,,En buen estado,0,0,0,0,No tiene,0,0,0
148,Piso en venta en Rúa Vigo,Sanxenxo,285000,100.0,3.0,2.0,Planta: 4ª,En buen estado,0,1,0,1,No tiene,1,1,0
149,Piso en venta en Rúa Vigo,Adina (Santa María). Municipio de Sanxenxo,215000,80.0,2.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,No tiene,1,0,0
150,Piso en venta en Rúa Río Valiejos,Adina (Santa María). Municipio de Sanxenxo,345000,87.0,2.0,2.0,Planta: 1ª,En buen estado,Entre 60 y 80€,1,1,1,No tiene,1,1,0
151,"Apartamento en venta en Avenida de Luis Rocafort, 33",Sanxenxo,240000,71.0,2.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
152,"Piso en venta en Avenida de Benito Vigo, cerca de Calle de Serafín Pazo",A Estrada,150000,138.0,3.0,2.0,,En buen estado,0,0,0,0,No tiene,0,0,0
153,Piso en venta en Carretera de la Circunvalación,Sanxenxo,149000,45.0,1.0,1.0,Planta: 1ª,En buen estado,0,1,0,1,No tiene,1,1,0
154,"Apartamento en venta en Avenida de Luis Rocafort, 22",Sanxenxo,270000,72.0,2.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
155,Piso en venta en Mondariz,Mondariz,100000,89.0,3.0,2.0,Planta: 2ª,En buen estado,0,1,0,0,Eléctrica,1,0,1
156,"Piso en venta en Calle de Calvo Sotelo, cerca de Calle Irida",A Estrada,180000,75.0,2.0,1.0,Planta: 1ª,En buen estado,0,1,0,0,No tiene,0,1,0
157,Piso en venta en Mondariz,Mondariz,60000,60.0,2.0,1.0,Planta: 3ª,En buen estado,"20.00 euros. es el portal, a parte son las plazas de garaje",1,0,0,Propano,1,0,0
158,Piso en venta en Calle Fonte de Ons - Revolta,Sanxenxo,124000,53.0,1.0,1.0,Planta: 3ª,En buen estado,Entre 20 y 40€,1,0,1,No tiene,1,0,0
159,"Apartamento en venta en Calle de Ourense, 18",Sanxenxo,180000,65.0,2.0,1.0,Planta: 4ª,En buen estado,0,0,0,0,No tiene,0,0,0
160,"Apartamento en venta en Avenida de Luis Rocafort, 41",Sanxenxo,220000,94.0,2.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
161,Piso en venta en Calle de Antón Losada Diéguez,A Estrada,100000,116.0,3.0,2.0,Planta: 4ª,En buen estado,0,0,0,0,No tiene,0,0,0
162,"Apartamento en venta en Calle de Ourense, 16",Sanxenxo,225000,75.0,2.0,1.0,Planta: 3ª,En buen estado,0,0,0,0,No tiene,0,0,0
163,Piso en venta en Calle Pedra de Auga,Ponteareas,90000,100.0,3.0,2.0,,En buen estado,0,1,0,0,Eléctrica,1,1,1
164,"Piso en venta en Avenida de Pontevedra, cerca de Avenida de Marín",A Estrada,130000,140.0,3.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
165,Piso en venta en Calle de Madrid,Sanxenxo,240000,80.0,2.0,2.0,Planta: 3ª,A estrenar,Entre 20 y 40€,1,0,1,Eléctrica,1,1,0
166,Apartamento en venta en Rúa Vigo,Sanxenxo,250000,69.0,2.0,1.0,Planta: 4ª,En buen estado,0,0,0,0,No tiene,0,0,0
167,Piso en venta en Calle Plaza Aurelio Lores,Portonovo (Sanxenxo),175000,93.0,3.0,2.0,Planta: 3ª,A estrenar,0,1,0,1,Gas natural,0,1,0
168,Piso en venta en Calle dos Poetas Galegos,Sanxenxo,240000,128.0,3.0,2.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
169,"Piso en venta en Calle de Serafín Pazo, cerca de Avenida de Benito Vigo",A Estrada,145000,87.0,2.0,1.0,Planta: 1ª,En buen estado,0,0,0,0,Gas natural,1,0,0
170,Piso en venta en Calle de Miraflores,Sanxenxo,200000,80.0,2.0,2.0,Planta: 2ª,En buen estado,Entre 40 y 60€,1,1,1,Gas natural,1,0,0
171,"Piso en venta en Calle Progreso, cerca de Calle de Ourense",Sanxenxo,235000,79.0,2.0,2.0,Planta: 2ª,En buen estado,40,1,0,1,No tiene,1,1,0
172,"Piso en venta en Avenida de Pontevedra, cerca de Avenida de Marín",A Estrada,145000,119.0,3.0,2.0,Planta: 5ª,En buen estado,0,1,0,0,No tiene,0,0,0
173,Piso en venta en Mondariz,Mondariz,115000,90.0,3.0,2.0,,A estrenar,50.00 euros.,1,1,1,Eléctrica,1,0,0
174,Piso en venta en Calle de Miraflores,Sanxenxo,200000,85.0,2.0,2.0,Planta: 2ª,En buen estado,Entre 20 y 40€,1,0,1,Gas natural,1,0,0
175,Piso en venta en Catoira,Catoira,118000,114.0,3.0,2.0,Planta: 1ª,En buen estado,40.00 euros.,0,0,1,Gasóleo individual,0,0,0
176,Piso en venta en Calle de Ulla,A Estrada,51500,75.0,3.0,2.0,,En buen estado,0,0,0,0,No tiene,0,0,0
177,Piso en venta en Calle de Iglesias Vilarelle,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),205000,105.0,4.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Central,0,1,1
178,Piso en venta en Calle de Bolivia,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),239500,92.0,3.0,2.0,Planta: 6ª,A reformar,115.00 euros. calefaccion y agua caliente,0,0,1,Gasóleo colectivo,1,0,0
179,Apartamento en venta en Centro-Areal,Centro-Areal (Distrito Casco Urbano. Vigo),1200000,170.0,2.0,2.0,,En buen estado,0,0,0,0,No tiene,0,0,0
180,"Piso en venta en Calle Progreso, cerca de Calle de Ourense",Sanxenxo,275000,118.0,3.0,2.0,,En buen estado,0,1,0,1,No tiene,0,1,1
181,Piso en venta en Calle de Rosalía de Castro,Adina (Santa María). Municipio de Sanxenxo,375000,101.0,3.0,2.0,Planta: 5ª,En buen estado,0,1,0,1,No tiene,0,1,1
182,"Piso en venta en Calle de Rosalía de Castro, 11",Sanxenxo,299000,110.0,4.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
183,Piso en venta en Calle de Anduriña,Casablanca-Calvario (Distrito Casco Urbano. Vigo),160000,91.0,3.0,1.0,Planta: 4ª,En buen estado,Entre 20 y 40€,0,1,1,Eléctrica,1,0,0
184,Piso en venta en Avenida de Fermín Bouza Brey,Ponteareas,95000,115.0,3.0,2.0,,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,0,1,1
185,Piso en venta en Calle de Ourense,Sanxenxo,315000,120.0,3.0,2.0,Planta: 3ª,En buen estado,0,1,0,1,No tiene,0,1,1
186,Piso en venta en Calle de las Camelias,Ponteareas,130000,101.0,3.0,2.0,,En buen estado,Entre 40 y 60€,1,0,1,No tiene,1,0,0
187,Apartamento en venta en Casablanca-Calvario,Casablanca-Calvario (Distrito Casco Urbano. Vigo),750000,157.0,4.0,3.0,,En buen estado,0,0,0,1,No tiene,0,0,0
188,Piso en venta en Plaza Campo da Feira,A Estrada,90000,75.0,2.0,1.0,Planta: 2ª,A estrenar,0,0,0,1,Gas natural,1,0,0
189,Apartamento en venta en Centro-Areal,Centro-Areal (Distrito Casco Urbano. Vigo),560000,120.0,3.0,2.0,,En buen estado,0,0,0,0,No tiene,0,0,0
190,Piso en venta en Mondariz,Mondariz,100000,95.0,3.0,2.0,Planta: 1ª,En buen estado,50.00 euros.,1,1,0,"Si, sin especificar",1,0,1
191,"Piso en venta en Calle Progreso, cerca de Calle de los Castiñeiros",Sanxenxo,148000,80.0,3.0,2.0,Planta: 1ª,A reformar,0,1,0,0,No tiene,0,1,0
192,"Piso en venta en Calle de Gonzalo Gallas, 8",Zona Praza de Barcelos (Pontevedra Capital),170000,114.0,3.0,1.0,Planta: 6ª,En buen estado,0,1,0,1,Central,0,0,0
193,"Apartamento en venta en Rúa David Cal, 15",Aldan (San Cibrán). Municipio de Cangas,230000,100.0,3.0,1.0,Planta: 1ª,A estrenar,0,0,0,0,Eléctrica,0,1,0
194,Piso en venta en Plaza de la Herreria,Centro-Echegaray (Pontevedra Capital),220000,114.0,5.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,No tiene,0,0,0
195,Piso en venta en Mondariz-Balneario,Mondariz-Balneario,125000,65.0,2.0,2.0,Planta: 2ª,En buen estado,0,1,0,1,Gas individual,1,0,0
196,"Piso en venta en Avenida del Conde de Gondomar, 19",Gondomar,110000,36.0,1.0,1.0,Planta: 3ª,En buen estado,0,1,0,1,Gas natural,0,0,0
197,"Piso en venta en Calle de Calvo Sotelo, cerca de Travesía Primeira de Justo Martínez",A Estrada,165000,151.0,4.0,2.0,Planta: 4ª,En buen estado,0,0,0,1,No tiene,0,0,0
198,Apartamento en venta en Calle de Madrid,Sanxenxo,360000,74.0,2.0,2.0,,En buen estado,0,0,0,0,No tiene,0,0,0
199,Piso en venta en Rúa Vigo,Sanxenxo,175000,38.0,1.0,1.0,Planta: 3ª,En buen estado,22,1,0,1,No tiene,1,0,0
200,"Apartamento en venta en Avenida de Vigo, cerca de Avenida de Moaña",Darbo (Santa María). Municipio de Cangas,153000,82.0,2.0,1.0,Planta: 2ª,En buen estado,0,1,0,0,Eléctrica,1,0,0
201,Piso en venta en Calle de la Paz,Berbés-Peritos (Distrito Casco Urbano. Vigo),298000,103.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Central,0,1,0
202,Apartamento en venta en Mondariz-Balneario,Mondariz-Balneario,175000,52.0,1.0,1.0,Planta: 3ª,En buen estado,0,1,0,0,"Si, sin especificar",1,0,0
203,"Piso en venta en Avenida de la Gran Vía, cerca de Calle del Doctor González Sierra",A Salgueira-O Castaño (Distrito Casco Urbano. Vigo),345000,183.0,5.0,2.0,Planta: 5ª,Reformado,Más de 100€,1,0,1,Central,0,0,0
204,"Apartamento en venta en Avenida de Luis Rocafort, 2",Sanxenxo,405000,86.0,2.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
205,Piso en venta en Avenida de Pontevedra,A Estrada,135000,105.0,4.0,2.0,,En buen estado,0,0,0,0,No tiene,0,0,0
206,Apartamento en venta en Praza España-Zona Corte Inglés,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),530000,226.0,4.0,3.0,,En buen estado,0,0,0,1,No tiene,0,0,0
207,Piso en venta en Calle de Fernando II,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),205000,90.0,2.0,2.0,Planta: 5ª,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,1,1,0
208,Piso en venta en Calle de la Redondela,Cangas,200000,140.0,3.0,2.0,Planta: 1ª,En buen estado,0,0,0,1,Eléctrica por acumul,1,0,0
209,"Apartamento en venta en Avenida de Lugo, 5, cerca de Calle de Faustino Santalices",A Seca-Os Salgueriños (Pontevedra Capital),180000,89.0,2.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Central,0,1,1
210,Piso en venta en Grupo San Paio,A Estrada,162000,95.0,3.0,2.0,Planta: 3ª,En buen estado,0,1,0,1,Gas natural,1,0,0
211,Piso en venta en Calle Piso en Av. Benito Vigo A Estrada,A Estrada,73000,130.0,4.0,2.0,Planta: 2ª,En buen estado,0,0,1,1,Gas natural,0,1,1
212,Piso en venta en Calle del Alcalde Vázquez Varela,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),300000,146.0,5.0,3.0,Planta: 6ª,A reformar,0,0,0,1,Gas natural,0,1,0
213,Piso en venta en Calle Ep-9211,Noalla (Santo Estevo). Municipio de Sanxenxo,195000,80.0,2.0,2.0,Planta: Bajo,A estrenar,0,1,0,1,Eléctrica,1,1,0
214,Piso en venta en Avenida de Castelao,Ponteareas,124000,105.0,3.0,2.0,,En buen estado,0,1,0,1,Gas natural,1,1,0
215,Piso en venta en Silleda,Silleda (Casco Urbano),115000,98.0,3.0,2.0,,A estrenar,0,0,0,0,No tiene,0,0,0
216,Piso en venta en Calle de José Adrio Barreiro,A Seca-Os Salgueriños (Pontevedra Capital),190000,115.0,3.0,2.0,Planta: 6ª,En buen estado,0,1,0,1,Central,1,0,0
217,Piso en venta en Calle de San Salvador,Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),599000,225.0,6.0,4.0,Planta: 7ª,En buen estado,250.00 euros. agua fría. y mantto zonas comunes.,0,0,1,Gasóleo individual,1,0,1
218,"Piso en venta en Calle Progreso, 79, cerca de Calle de los Castiñeiros",Sanxenxo,399500,140.0,4.0,3.0,Planta: 2ª,En buen estado,0,0,0,0,No tiene,0,0,0
219,Piso en venta en Calle Tranvía,O Porriño,179000,102.0,3.0,2.0,Planta: 6ª,En buen estado,0,1,0,1,Eléctrica,1,1,0
220,Piso en venta en A Lanzada,Sanxenxo,185000,90.0,3.0,1.0,,En buen estado,0,0,0,0,No tiene,1,0,0
221,"Piso en venta en Calle del Conde de Torrecedeira, cerca de Calle de Marqués de Valterra",Berbés-Peritos (Distrito Casco Urbano. Vigo),209000,87.0,3.0,1.0,Planta: 5ª,En buen estado,0,1,0,1,No tiene,0,1,1
222,Piso en venta en Calle de los Cesteiros,Casco Vello (Distrito Casco Urbano. Vigo),119000,30.0,1.0,1.0,Planta: 3ª,En buen estado,Entre 20 y 40€,1,0,0,Eléctrica,0,0,0
223,"Piso en venta en Avenida das Camelias, cerca de Calle de Pi i Margall",Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),329000,138.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Central,0,0,1
224,Piso en venta en Plaza Martínez Anido A Estrada,A Estrada,128000,105.0,3.0,3.0,Planta: 1ª,En buen estado,0,1,1,1,Gas natural,1,0,0
225,"Piso en venta en Calle de Madrid, 16",Sanxenxo,360000,107.0,3.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
226,Piso en venta en Calle de Manuel Cuña Novas,Fernández Ladreda-Ciudad de Piedra (Pontevedra Capital),235000,112.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Gas natural,1,1,0
227,Piso en venta en Calle de Cangas,Coiro (San Salvador). Municipio de Cangas,150000,80.0,2.0,1.0,,En buen estado,0,1,0,0,No tiene,0,1,0
228,Piso en venta en Calle de la Reconquista,Centro-Areal (Distrito Casco Urbano. Vigo),800000,231.0,4.0,3.0,,En buen estado,0,1,0,1,No tiene,0,0,1
229,Apartamento en venta en Calle de Santa Tegra,Teis (Vigo),120000,33.0,1.0,1.0,Planta: 1ª,En buen estado,0,1,0,1,Central,0,0,1
230,Apartamento en venta en Casco Vello,Casco Vello (Distrito Casco Urbano. Vigo),590000,180.0,2.0,3.0,,En buen estado,0,0,0,0,No tiene,0,0,0
231,Piso en venta en Calle de Alfonso Vázquez Fraile,Ponteareas,110000,100.0,3.0,2.0,,En buen estado,Entre 20 y 40€,1,1,1,No tiene,1,0,0
232,"Piso en venta en Calle de Cristo, cerca de Calle de la Cruz Branca",Casablanca-Calvario (Distrito Casco Urbano. Vigo),240000,112.0,3.0,2.0,Planta: 1ª,En buen estado,105.00 euros.,1,0,1,Gas individual,1,0,0
233,"Piso en venta en Avenida Vigo, cerca de Camino Parra",Chapela (San Fausto). Municipio de Redondela,130000,104.0,3.0,1.0,Planta: 1ª,En buen estado,50.00 euros. agua y ahora derrama de 40 para pintar,0,0,0,Eléctrica por acumul,0,1,1
234,Apartamento en venta en Calle de Zaragoza,Praza da Independencia (Distrito Casco Urbano. Vigo),125000,38.0,1.0,1.0,Planta: 2ª,Reformado,Entre 20 y 40€,1,0,1,No tiene,0,1,1
235,Piso en venta en Calle de la Virgen del Camino,Zona Praza de Barcelos (Pontevedra Capital),290000,115.0,3.0,2.0,Planta: 2ª,En buen estado,0,1,1,0,Gas natural,1,0,0
236,"Piso en venta en Calle das Áreas, 5",Sabaris (Baiona),450000,104.0,4.0,2.0,Planta: 3ª,Reformado,0,1,0,1,No tiene,1,0,0
237,Piso en venta en Mondariz-Balneario,Mondariz-Balneario,76000,120.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,0,Central,0,1,0
238,Piso en venta en Avenida Gatomorto,Parroquias Rurales (Pontevedra Capital),300000,110.0,3.0,1.0,Planta: Principal,En buen estado,0,1,0,0,Central,0,1,0
239,"Piso en venta en Calle de la Peregrina, cerca de Avenida de Vigo",Zona Praza de Barcelos (Pontevedra Capital),300000,110.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,No tiene,0,1,0
240,Piso en venta en Calle de Echegaray,Centro-Echegaray (Pontevedra Capital),380000,177.0,5.0,3.0,Planta: 4ª,En buen estado,0,1,0,1,Gas natural,1,1,0
241,"Apartamento en venta en Avenida de Lugo, cerca de Calle de las Viñas",A Seca-Os Salgueriños (Pontevedra Capital),159000,70.0,2.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Central,0,0,1
242,Apartamento en venta en Praza España-Zona Corte Inglés,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),360000,94.0,3.0,2.0,,En buen estado,0,0,0,0,No tiene,0,0,0
243,Piso en venta en Calle del Rouco,Centro-Echegaray (Pontevedra Capital),560000,190.0,4.0,4.0,Planta: 3ª,En buen estado,0,1,0,1,Gas natural,1,0,0
244,Piso en venta en Cangas,Cangas,67500,50.0,1.0,1.0,Planta: Bajo,En buen estado,0,0,0,0,No tiene,0,0,0
245,Piso en venta en Ponteareas,Ponteareas,106000,110.0,3.0,1.0,Planta: 3ª,En buen estado,0,1,0,1,Central,0,0,1
246,"Piso en venta en Avenida de Benito Vigo, cerca de Calle Irida",A Estrada,75000,115.0,3.0,2.0,Planta: 2ª,A reformar,Entre 20 y 40€,0,1,1,Gasoil,0,0,0
247,Piso en venta en Rúa do Magnolio,Ponteareas,120000,97.0,3.0,2.0,Planta: 5ª,En buen estado,0,1,1,1,Gas individual,1,0,1
248,"Piso en venta en Travesía de Vigo, cerca de Callejón del Viso",Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),130000,56.0,2.0,1.0,Planta: 9ª,En buen estado,50.00 euros.,1,0,1,Gas individual,0,0,1
249,Piso en venta en Calle de la Ciriña,A Seca-Os Salgueriños (Pontevedra Capital),215000,100.0,3.0,2.0,Planta: 2ª,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,1,0,0
250,Apartamento en venta en Calle Becacina,Casablanca-Calvario (Distrito Casco Urbano. Vigo),179600,76.0,2.0,1.0,Planta: 3ª,En buen estado,0,1,0,1,Central,0,0,1
251,Piso en venta en Calle de San Antoniño,Zona Praza de Barcelos (Pontevedra Capital),145000,85.0,3.0,1.0,Planta: 2ª,En buen estado,Entre 20 y 40€,1,0,0,Gas natural,0,0,0
252,Piso en venta en Calle de Atranco,Cangas,190000,100.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Suelo radiante,1,0,0
253,Piso en venta en Calle de Redondela,Coia (Distrito Casco Urbano. Vigo),210000,115.0,4.0,2.0,Planta: 7ª,En buen estado,120.00 euros.,1,0,1,Gas colectivo,1,0,1
254,"Piso en venta en Avenida de Castelao, 9",Parroquias Rurales (Pontevedra Capital),150000,69.0,2.0,2.0,Planta: 1ª,En buen estado,0,1,0,0,Gas propano,1,1,0
255,Apartamento en venta en Camino del Rapadouro,Coiro (San Salvador). Municipio de Cangas,160000,70.0,2.0,1.0,Planta: 1ª,En buen estado,0,0,0,0,Eléctrica,1,0,1
256,"Piso en venta en Calle de Pi i Margall, cerca de Calle de Menéndez Pelayo",Camelias-Pi y Margall (Distrito Casco Urbano. Vigo),350000,161.0,4.0,2.0,Planta: 3ª,En buen estado,0,1,1,1,Central,1,1,0
257,Apartamento en venta en La Parda,A Seca-Os Salgueriños (Pontevedra Capital),180000,85.0,2.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,Gas natural,1,1,0
258,Piso en venta en Praza España-Zona Corte Inglés,Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),385000,110.0,3.0,2.0,Planta: 5ª,En buen estado,0,1,0,1,Central,0,0,0
259,Piso en venta en Calle Ernestina Otero Sestelo,Zona Praza de Barcelos (Pontevedra Capital),236000,126.0,3.0,2.0,Planta: 1ª,A estrenar,0,0,0,0,No tiene,0,0,0
260,Piso en venta en Salceda de Caselas,Salceda de Caselas,106320,79.0,2.0,2.0,Planta: 2ª,En buen estado,20.00 euros.,1,1,0,"Si, sin especificar",1,0,1
261,Piso en venta en Marín,Marín,150000,140.0,4.0,2.0,Planta: 8ª,En buen estado,0,0,1,1,No tiene,0,1,0
262,Piso en venta en Teis,Teis (Vigo),189000,107.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,0,Gasóleo individual,1,0,0
263,Piso en venta en Ponteareas,Ponteareas,135000,100.0,3.0,2.0,Planta: 3ª,En buen estado,0,1,0,1,Central,0,0,1
264,Apartamento en venta en Avenida de Uruguai,Centro-Echegaray (Pontevedra Capital),200000,74.0,2.0,1.0,Planta: 1ª,En buen estado,0,1,0,1,Central,0,0,1
265,Piso en venta en Calle del Doctor Loureiro Crespo,A Seca-Os Salgueriños (Pontevedra Capital),150000,58.0,1.0,1.0,Planta: 2ª,En buen estado,0,1,0,1,Gas natural,1,0,0
266,Piso en venta en Caldas de Reis,Caldas de Reis (Casco Urbano),105000,70.0,3.0,1.0,Planta: 3ª,En buen estado,0,1,0,0,Gas individual,1,0,0
267,Piso en venta en Rúa Vigo,Sanxenxo,295000,130.0,2.0,2.0,Planta: Bajo,A estrenar,0,1,0,0,Eléctrica,0,1,1
268,"Piso en venta en Calle Paseo Do Louro, nº 2",O Porriño,118000,87.0,2.0,2.0,Planta: 1ª,En buen estado,Entre 60 y 80€,1,1,1,Eléctrica,1,1,0
269,Piso en venta en Avenida Vigo,Chapela (San Fausto). Municipio de Redondela,129000,64.0,2.0,1.0,Planta: 1ª,En buen estado,48.00 euros.,1,0,1,Eléctrica,0,0,0
270,"Piso en venta en Travesía de Vigo, cerca de Calle de Numancia",Fátima-Travesía de Vigo-San Xoán (Distrito Casco Urbano. Vigo),140000,82.0,3.0,2.0,Planta: 2ª,A reformar,45.00 euros.,0,0,1,Gas individual,0,0,1
271,Piso en venta en Calle de Martínez Padín,Tui,190000,100.0,2.0,2.0,Planta: 5ª,En buen estado,0,1,1,1,No tiene,1,1,0
272,"Piso en venta en Avenida de la Gran Vía, cerca de Calle de Zamora",O Castro (Distrito Casco Urbano. Vigo),490000,160.0,3.0,2.0,Planta: 8ª,En buen estado,Entre 40 y 60€,1,0,1,Gas natural,0,1,0
273,Piso en venta en Moraña,Moraña,99000,90.0,3.0,2.0,Planta: 1ª,En buen estado,0,1,0,1,Gas individual,1,0,0
274,Apartamento en venta en Mondariz,Mondariz,85000,66.0,2.0,2.0,,A estrenar,50.00 euros.,1,0,1,Eléctrica por acumul,1,0,0
275,Piso en venta en Baixada ó Pontillón,Sardoma-Castrelos (Vigo),150000,247.0,5.0,2.0,Planta: 1ª,En buen estado,0,0,0,0,No tiene,0,0,0
276,Piso en venta en Avenida del Almirante Méndez Núñez,Moaña (Casco Urbano),140000,100.0,4.0,2.0,Planta: 3ª,En buen estado,0,0,0,1,No tiene,0,0,0
277,Piso en venta en Calle de Paulino Freire,Bouzas (Distrito Casco Urbano. Vigo),450000,214.0,5.0,3.0,Planta: 1ª,En buen estado,Más de 100€,1,1,1,Gas natural,1,1,0
278,Piso en venta en Centro - Echegaray,Centro-Echegaray (Pontevedra Capital),215000,144.0,6.0,2.0,Planta: Bajo,En buen estado,0,0,0,0,Central,0,0,0
279,"Piso en venta en Calle de Ángel Amor Ruibal, 16",A Seca-Os Salgueriños (Pontevedra Capital),146680,85.0,2.0,2.0,Planta: 4ª,En buen estado,0,1,0,1,No tiene,0,0,0
280,Piso en venta en Calle del Pino,Vila de Cruces,39000,87.0,3.0,1.0,Planta: 3ª,En buen estado,0,0,0,0,No tiene,0,0,1
281,Piso en venta en Calle Nogal,Casablanca-Calvario (Distrito Casco Urbano. Vigo),130000,90.0,3.0,1.0,,En buen estado,0,0,0,0,"Si, sin especificar",0,0,0
282,Piso en venta en Calle de Ernesto Caballero,A Seca-Os Salgueriños (Pontevedra Capital),200000,110.0,3.0,2.0,Planta: 1ª,En buen estado,Entre 40 y 60€,1,0,1,Gasoil,1,0,0
283,"Piso en venta en Calle del Couto de San Honorato, cerca de Calle de la Rola",Casablanca-Calvario (Distrito Casco Urbano. Vigo),295000,92.0,3.0,2.0,Planta: 4ª,En buen estado,100.00 euros.,1,0,1,Gas individual,1,0,0
284,Piso en venta en Avenida de Castrelos,Sardoma-Castrelos (Vigo),340000,166.0,4.0,2.0,Planta: 3ª,En buen estado,147.00 euros.,1,0,1,Propano,1,0,0
285,Piso en venta en Calle Avenida José Graña,Cangas,270000,83.0,2.0,2.0,,En buen estado,56.00 euros. mantenimiento zonas comunes,1,0,1,Gasóleo colectivo,1,1,0
286,Piso en venta en Calle de Tomás Mirambell,Baiona,230000,76.0,3.0,2.0,Planta: 3ª,En buen estado,Entre 40 y 60€,1,0,0,No tiene,1,0,0
287,"Piso en venta en Avenida de la Gran Vía, cerca de Calle de Venezuela",Praza España-Zona Corte Inglés (Distrito Casco Urbano. Vigo),529000,272.0,5.0,3.0,Planta: 4ª,Reformado,Más de 100€,1,1,1,Gas natural,1,1,0
